param-n abstract-regression-quadratic-real abstract-regression-quadratic-sys abstract-regression-quadratic-user build-I-regression-linear-real build-I-regression-linear-sys build-I-regression-linear-user build-admit-cast-regression-linear-real build-admit-cast-regression-linear-sys build-admit-cast-regression-linear-user build-admit-regression-linear-real build-admit-regression-linear-sys build-admit-regression-linear-user build-eval-thunk-regression-linear-real build-eval-thunk-regression-linear-sys build-eval-thunk-regression-linear-user build-pf-cast-regression-linear-real build-pf-cast-regression-linear-sys build-pf-cast-regression-linear-user build-thunk-regression-linear-real build-thunk-regression-linear-sys build-thunk-regression-linear-user check-I-regression-linear-real check-I-regression-linear-sys check-I-regression-linear-user check-admit-cast-regression-quadratic-real check-admit-cast-regression-quadratic-sys check-admit-cast-regression-quadratic-user check-admit-regression-quadratic-real check-admit-regression-quadratic-sys check-admit-regression-quadratic-user check-pf-cast-regression-quadratic-real check-pf-cast-regression-quadratic-sys check-pf-cast-regression-quadratic-user close-abstract-regression-quadratic-real close-abstract-regression-quadratic-sys close-abstract-regression-quadratic-user eval-thunk-regression-linear-real eval-thunk-regression-linear-sys eval-thunk-regression-linear-user fast-rewrite-regression-quadratic-real fast-rewrite-regression-quadratic-sys fast-rewrite-regression-quadratic-user refine-regression-quadratic-regression-linear-real refine-regression-quadratic-regression-linear-sys refine-regression-quadratic-regression-linear-user type-I-regression-linear-real type-I-regression-linear-sys type-I-regression-linear-user type-admit-cast-regression-quadratic-real type-admit-cast-regression-quadratic-sys type-admit-cast-regression-quadratic-user type-admit-regression-quadratic-real type-admit-regression-quadratic-sys type-admit-regression-quadratic-user type-pf-cast-regression-quadratic-real type-pf-cast-regression-quadratic-sys type-pf-cast-regression-quadratic-user
66 0.03 0. 0.03 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.004 0. 0.004 0. 0. 0. 0.025 0. 0.025 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001
67 0.033 0. 0.033 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.006 0. 0.006 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001 0.004 0. 0.004 0. 0. 0. 0.027 0. 0.027 0.002 0. 0.002 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.002 0. 0.002
68 0.032 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.001 0. 0. 0.004 0. 0.004 0. 0. 0. 0.027 0. 0.027 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.003
69 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.004 0. 0.004 0. 0. 0. 0.029 0. 0.029 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002
70 0.033 0. 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0. 0.004 0. 0.01 0. 0. 0. 0.027 0. 0.02 0.002 0. 0. 0.001 0. 0.001 0.002 0. 0.001 0.001 0. 0.001 0.002 0. 0.
71 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.003 0. 0.003 0.005 0. 0.005 0. 0. 0. 0.03 0. 0.03 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002
72 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.029 0. 0.029 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002
73 0.034 0. 0.034 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.004 0. 0.004 0. 0. 0. 0.028 0. 0.028 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002
74 0.036 0.003 0.032 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0.001 0. 0.002 0. 0.002 0.002 0. 0.001 0.002 0. 0.002 0.004 0. 0.004 0. 0. 0. 0.03 0.003 0.026 0.002 0. 0.002 0.001 0.001 0. 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002
75 0.035 0. 0.035 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.004 0. 0.004 0. 0. 0. 0.029 0. 0.029 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
76 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.007 0. 0.007 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.032 0. 0.032 0.002 0. 0.002 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
77 0.036 0. 0.036 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.007 0. 0.007 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.03 0. 0.03 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
78 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.032 0. 0.032 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
79 0.04 0. 0.04 0.001 0. 0.001 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.004 0. 0.004 0.005 0. 0.005 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
80 0.038 0. 0.038 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.032 0. 0.032 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
81 0.041 0. 0.041 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
82 0.042 0. 0.042 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.001 0.008 0. 0.008 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.004
83 0.04 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0. 0.002 0. 0.002 0.002 0. 0.009 0.005 0. 0.005 0. 0. 0. 0.033 0. 0.032 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0. 0.002 0. 0.001 0.002 0. 0.002
84 0.041 0. 0.041 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.003 0. 0.003 0.002 0. 0.002
85 0.039 0. 0.039 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.033 0. 0.033 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
86 0.043 0. 0.043 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.036 0. 0.036 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
87 0.042 0. 0.042 0. 0. 0. 0.002 0. 0.002 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.036 0. 0.035 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
88 0.041 0. 0.041 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.008 0. 0.008 0. 0. 0. 0.008 0. 0.008 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.005 0. 0.005 0. 0. 0. 0.034 0. 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
89 0.044 0. 0.044 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.011 0. 0.011 0. 0. 0. 0.011 0. 0.011 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.006 0. 0.006 0. 0. 0. 0.038 0. 0.037 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
90 0.045 0.003 0.041 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.003 0. 0.003 0.005 0. 0.005 0. 0. 0. 0.038 0.003 0.034 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.004 0.003 0. 0.002 0. 0.002
91 0.045 0. 0.045 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.008 0. 0.008 0. 0. 0. 0.036 0. 0.036 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
92 0.044 0. 0.044 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.037 0. 0.037 0.002 0. 0.002 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
93 0.045 0. 0.045 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.038 0. 0.038 0.003 0. 0.003 0.001 0. 0.001 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002
94 0.049 0. 0.049 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.005 0. 0.005 0.006 0. 0.006 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
95 0.046 0. 0.046 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.038 0. 0.038 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
96 0.048 0. 0.048 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.002 0. 0.002 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.04 0. 0.04 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
97 0.048 0. 0.048 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.004 0. 0.004 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.002 0. 0.002 0.003 0. 0.003
98 0.049 0. 0.049 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.009 0. 0.009 0. 0. 0. 0.009 0. 0.009 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.041 0. 0.041 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.005 0. 0.005
99 0.048 0. 0.048 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.01 0. 0.01 0. 0. 0. 0.01 0. 0.01 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.04 0. 0.04 0.003 0. 0.003 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
100 0.103 0.013 0.089 0.001 0. 0. 0. 0. 0. 0. 0.001 0.008 0.066 0.011 0.05 0. 0. 0. 0.066 0.011 0.05 0.001 0. 0. 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.006 0. 0.006 0. 0. 0. 0.097 0.013 0.083 0.003 0. 0.003 0.001 0. 0. 0.003 0. 0.002 0.003 0. 0.003 0.003 0. 0.003
110 0.058 0. 0.058 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.013 0. 0.013 0.001 0. 0.001 0.013 0. 0.013 0.001 0. 0.001 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.008 0. 0.008 0. 0. 0. 0.049 0. 0.049 0.004 0. 0.004 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003
120 0.062 0. 0.062 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.014 0. 0.014 0.001 0. 0.001 0.013 0. 0.013 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004 0.008 0. 0.008 0. 0. 0. 0.052 0. 0.052 0.004 0. 0.004 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004
130 0.069 0. 0.069 0.003 0. 0.003 0.001 0. 0.001 0.001 0. 0.001 0.013 0. 0.013 0.001 0. 0.001 0.012 0. 0.012 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004 0.01 0. 0.01 0. 0. 0. 0.058 0. 0.058 0.004 0. 0.004 0.002 0. 0.002 0.004 0. 0.004 0.004 0. 0.004 0.004 0. 0.004
140 0.076 0. 0.076 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.015 0. 0.015 0.001 0. 0.001 0.015 0. 0.015 0.002 0. 0.002 0.005 0. 0.005 0.005 0. 0.005 0.005 0. 0.005 0.013 0. 0.013 0. 0. 0. 0.062 0. 0.062 0.005 0. 0.005 0.002 0. 0.002 0.005 0. 0.005 0.004 0. 0.004 0.005 0. 0.005
150 0.081 0. 0.081 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.017 0. 0.017 0.001 0. 0.001 0.017 0. 0.017 0.002 0. 0.002 0.005 0. 0.005 0.005 0. 0.005 0.005 0. 0.005 0.012 0. 0.012 0. 0. 0. 0.069 0. 0.069 0.006 0. 0.006 0.002 0. 0.002 0.005 0. 0.005 0.005 0. 0.005 0.005 0. 0.005
160 0.092 0. 0.092 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.019 0. 0.019 0.001 0. 0.001 0.018 0. 0.018 0.002 0. 0.002 0.006 0. 0.006 0.006 0. 0.006 0.006 0. 0.006 0.015 0. 0.015 0. 0. 0. 0.076 0. 0.076 0.006 0. 0.006 0.002 0. 0.002 0.006 0. 0.006 0.006 0. 0.006 0.006 0. 0.006
170 0.096 0. 0.096 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.017 0. 0.017 0.001 0. 0.001 0.016 0. 0.016 0.003 0. 0.003 0.007 0. 0.007 0.006 0. 0.006 0.008 0. 0.008 0.015 0. 0.015 0. 0. 0. 0.08 0. 0.08 0.007 0. 0.007 0.002 0. 0.002 0.007 0. 0.007 0.006 0. 0.006 0.007 0. 0.007
180 0.11 0. 0.11 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.019 0. 0.019 0.001 0. 0.001 0.019 0. 0.019 0.003 0. 0.003 0.007 0. 0.007 0.01 0. 0.01 0.008 0. 0.008 0.016 0. 0.016 0. 0. 0. 0.092 0. 0.092 0.008 0. 0.008 0.003 0. 0.003 0.008 0. 0.008 0.007 0. 0.007 0.008 0. 0.008
190 0.123 0.007 0.115 0.001 0.001 0. 0.001 0. 0.001 0.001 0. 0.001 0.024 0. 0.024 0.001 0. 0.001 0.024 0. 0.024 0.003 0.001 0.001 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008 0.018 0. 0.018 0. 0. 0. 0.104 0.007 0.096 0.012 0.003 0.008 0.003 0. 0.003 0.008 0. 0.008 0.008 0. 0.008 0.008 0. 0.008
200 0.121 0. 0.121 0.001 0. 0.001 0.001 0. 0.001 0.001 0. 0.001 0.023 0. 0.023 0.001 0. 0.001 0.023 0. 0.023 0.003 0. 0.003 0.009 0. 0.009 0.008 0. 0.008 0.008 0. 0.008 0.017 0. 0.017 0. 0. 0. 0.103 0. 0.103 0.008 0. 0.008 0.003 0. 0.003 0.009 0. 0.009 0.008 0. 0.008 0.011 0. 0.011
210 0.136 0. 0.136 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.022 0. 0.022 0.002 0. 0.002 0.022 0. 0.022 0.003 0. 0.003 0.01 0. 0.01 0.014 0. 0.014 0.01 0. 0.01 0.021 0. 0.021 0. 0. 0. 0.113 0. 0.113 0.01 0. 0.01 0.003 0. 0.003 0.01 0. 0.01 0.009 0. 0.009 0.01 0. 0.01
220 0.142 0. 0.142 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.024 0. 0.024 0.002 0. 0.002 0.023 0. 0.023 0.003 0. 0.003 0.011 0. 0.011 0.01 0. 0.01 0.01 0. 0.01 0.022 0. 0.022 0. 0. 0. 0.119 0. 0.119 0.011 0. 0.011 0.003 0. 0.003 0.013 0. 0.013 0.01 0. 0.01 0.01 0. 0.01
230 0.153 0. 0.153 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.026 0. 0.026 0.002 0. 0. 0.025 0. 0.025 0.004 0. 0.004 0.011 0. 0.011 0.011 0. 0.011 0.011 0. 0.016 0.023 0. 0.023 0. 0. 0. 0.128 0. 0.128 0.011 0. 0.011 0.004 0. 0.004 0.011 0. 0.009 0.011 0. 0.011 0.014 0. 0.014
240 0.159 0. 0.159 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.024 0. 0.024 0.002 0. 0.002 0.023 0. 0.023 0.007 0. 0.007 0.011 0. 0.011 0.011 0. 0.011 0.012 0. 0.012 0.025 0. 0.025 0. 0. 0. 0.132 0. 0.132 0.016 0. 0.016 0.004 0. 0.004 0.011 0. 0.011 0.011 0. 0.011 0.011 0. 0.011
250 0.171 0. 0.171 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.024 0. 0.024 0.002 0. 0.002 0.024 0. 0.024 0.01 0. 0.01 0.012 0. 0.012 0.012 0. 0.012 0.012 0. 0.012 0.026 0. 0.026 0. 0. 0. 0.144 0. 0.144 0.017 0. 0.017 0.004 0. 0.004 0.013 0. 0.013 0.012 0. 0.012 0.012 0. 0.012
260 0.18 0.003 0.176 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.026 0. 0.026 0.002 0. 0.002 0.026 0. 0.026 0.008 0.003 0.004 0.014 0. 0.014 0.012 0. 0.012 0.013 0. 0.013 0.029 0. 0.029 0. 0. 0. 0.15 0.003 0.146 0.019 0. 0.019 0.004 0. 0.004 0.013 0. 0.013 0.012 0. 0.012 0.013 0. 0.013
270 0.193 0. 0.193 0.007 0. 0.007 0.002 0. 0.002 0.002 0. 0.002 0.027 0. 0.027 0.002 0. 0.002 0.027 0. 0.027 0.004 0. 0.004 0.014 0. 0.014 0.013 0. 0.013 0.014 0. 0.014 0.03 0. 0.03 0. 0. 0. 0.161 0. 0.161 0.014 0. 0.014 0.004 0. 0.004 0.014 0. 0.014 0.014 0. 0.014 0.023 0. 0.023
280 0.202 0. 0.202 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.032 0. 0.032 0.009 0. 0.009 0.032 0. 0.032 0.004 0. 0.004 0.015 0. 0.015 0.014 0. 0.014 0.015 0. 0.015 0.033 0. 0.033 0. 0. 0. 0.167 0. 0.167 0.016 0. 0.016 0.004 0. 0.004 0.015 0. 0.015 0.015 0. 0.015 0.015 0. 0.015
290 0.213 0. 0.213 0.002 0. 0.002 0.009 0. 0.009 0.002 0. 0.002 0.032 0. 0.032 0.002 0. 0.002 0.032 0. 0.032 0.005 0. 0.005 0.016 0. 0.016 0.015 0. 0.015 0.016 0. 0.016 0.038 0. 0.038 0. 0. 0. 0.174 0. 0.174 0.016 0. 0.016 0.005 0. 0.005 0.016 0. 0.016 0.016 0. 0.016 0.016 0. 0.016
300 0.218 0. 0.218 0.002 0. 0.002 0.002 0. 0.002 0.002 0. 0.002 0.034 0. 0.034 0.003 0. 0.003 0.034 0. 0.034 0.005 0. 0.005 0.017 0. 0.017 0.016 0. 0.016 0.022 0. 0.022 0.036 0. 0.036 0. 0. 0. 0.182 0. 0.182 0.017 0. 0.017 0.005 0. 0.005 0.017 0. 0.017 0.016 0. 0.016 0.017 0. 0.017
310 0.235 0. 0.235 0.002 0. 0.002 0.003 0. 0.003 0.003 0. 0.003 0.031 0. 0.031 0.003 0. 0.003 0.031 0. 0.031 0.005 0. 0.005 0.019 0. 0.019 0.019 0. 0.019 0.018 0. 0.018 0.038 0. 0.038 0. 0. 0. 0.195 0. 0.195 0.019 0. 0.019 0.009 0. 0.009 0.018 0. 0.018 0.018 0. 0.018 0.022 0. 0.022
320 0.255 0. 0.255 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.042 0. 0.042 0.002 0. 0.002 0.041 0. 0.041 0.005 0. 0.005 0.025 0. 0.025 0.018 0. 0.018 0.018 0. 0.018 0.049 0. 0.049 0. 0. 0. 0.205 0. 0.205 0.019 0. 0.019 0.005 0. 0.005 0.018 0. 0.018 0.018 0. 0.018 0.019 0. 0.019
330 0.259 0. 0.259 0.003 0. 0.003 0.002 0. 0.002 0.002 0. 0.002 0.033 0. 0.033 0.002 0. 0.002 0.033 0. 0.033 0.011 0. 0.011 0.02 0. 0.02 0.019 0. 0.019 0.029 0. 0.029 0.042 0. 0.042 0. 0. 0. 0.215 0. 0.215 0.02 0. 0.02 0.005 0. 0.005 0.02 0. 0.02 0.019 0. 0.019 0.02 0. 0.02
340 0.264 0. 0.264 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.038 0. 0.038 0.003 0. 0.003 0.037 0. 0.037 0.006 0. 0.006 0.021 0. 0.021 0.021 0. 0.021 0.021 0. 0.021 0.045 0. 0.045 0. 0. 0. 0.218 0. 0.218 0.027 0. 0.027 0.005 0. 0.005 0.021 0. 0.021 0.02 0. 0.02 0.021 0. 0.021
350 0.286 0. 0.286 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.042 0. 0.042 0.003 0. 0.003 0.042 0. 0.042 0.006 0. 0.006 0.022 0. 0.022 0.027 0. 0.027 0.022 0. 0.022 0.046 0. 0.046 0. 0. 0. 0.239 0. 0.239 0.031 0. 0.031 0.006 0. 0.006 0.022 0. 0.022 0.021 0. 0.021 0.022 0. 0.022
360 0.287 0.003 0.283 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.038 0. 0.038 0.003 0. 0.003 0.037 0. 0.037 0.006 0. 0.006 0.024 0. 0.024 0.022 0. 0.022 0.023 0. 0.023 0.051 0. 0.051 0. 0. 0. 0.234 0.003 0.23 0.023 0. 0.023 0.006 0. 0.006 0.023 0. 0.023 0.027 0.003 0.024 0.024 0. 0.023
370 0.314 0. 0.314 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.05 0. 0.05 0.003 0. 0.003 0.049 0. 0.049 0.006 0. 0.006 0.024 0. 0.024 0.024 0. 0.024 0.025 0. 0.025 0.055 0. 0.055 0. 0. 0. 0.257 0. 0.256 0.025 0. 0.025 0.006 0. 0.006 0.025 0. 0.025 0.026 0. 0.026 0.024 0. 0.024
380 0.317 0. 0.317 0.003 0. 0.003 0.003 0. 0.003 0.003 0. 0.003 0.04 0. 0.04 0.003 0. 0.003 0.04 0. 0.04 0.006 0. 0.006 0.025 0. 0.025 0.026 0. 0.026 0.026 0. 0.026 0.055 0. 0.055 0. 0. 0. 0.261 0. 0.261 0.029 0. 0.029 0.006 0. 0.006 0.027 0. 0.027 0.029 0. 0.029 0.026 0. 0.026
390 0.332 0.003 0.328 0.003 0. 0.003 0.003 0. 0.003 0.004 0. 0.004 0.045 0. 0.045 0.003 0. 0.003 0.044 0. 0.044 0.007 0. 0.007 0.027 0. 0.027 0.029 0. 0.029 0.027 0. 0.027 0.056 0. 0.056 0. 0. 0. 0.274 0.003 0.27 0.027 0. 0.027 0.006 0. 0.006 0.029 0. 0.029 0.025 0. 0.025 0.031 0.003 0.027
